ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:2000403,positive regulation of lymphocyte migration, 1/89,41/18614,0.178577224,0.228318262,0.12077258,RHOA,1
GO:0006458,'de novo' protein folding, 1/89,42/18614,0.182513402,0.231957092,0.122697397,HSPE1,1
GO:0007595,lactation, 1/89,42/18614,0.182513402,0.231957092,0.122697397,HIF1A,1
GO:0010453,regulation of cell fate commitment, 1/89,42/18614,0.182513402,0.231957092,0.122697397,BMP4,1
GO:0019320,hexose catabolic process, 1/89,42/18614,0.182513402,0.231957092,0.122697397,LRP5,1
GO:0043551,regulation of phosphatidylinositol 3-kinase activity, 1/89,42/18614,0.182513402,0.231957092,0.122697397,FGFR3,1
GO:0045429,positive regulation of nitric oxide biosynthetic process, 1/89,42/18614,0.182513402,0.231957092,0.122697397,SMAD3,1
GO:0045622,regulation of T-helper cell differentiation, 1/89,42/18614,0.182513402,0.231957092,0.122697397,JUNB,1
GO:0045981,positive regulation of nucleotide metabolic process, 1/89,42/18614,0.182513402,0.231957092,0.122697397,HIF1A,1
GO:0050691,regulation of defense response to virus by host, 1/89,42/18614,0.182513402,0.231957092,0.122697397,DHX9,1
GO:0050999,regulation of nitric-oxide synthase activity, 1/89,42/18614,0.182513402,0.231957092,0.122697397,HIF1A,1
GO:0060338,regulation of type I interferon-mediated signaling pathway, 1/89,42/18614,0.182513402,0.231957092,0.122697397,ADAR,1
GO:0070296,sarcoplasmic reticulum calcium ion transport, 1/89,42/18614,0.182513402,0.231957092,0.122697397,TMEM38B,1
GO:1900544,positive regulation of purine nucleotide metabolic process, 1/89,42/18614,0.182513402,0.231957092,0.122697397,HIF1A,1
GO:2000008,regulation of protein localization to cell surface, 1/89,42/18614,0.182513402,0.231957092,0.122697397,CTNNB1,1
GO:0051236,establishment of RNA localization, 2/89,163/18614,0.183259531,0.232806031,0.123146456,DHX9/ALYREF,2
GO:0008380,RNA splicing, 4/89,466/18614,0.18385236,0.233459583,0.123492163,HNRNPU/SYNCRIP/DHX9/ALYREF,4
GO:0008608,attachment of spindle microtubules to kinetochore, 1/89,43/18614,0.186430929,0.235829188,0.124745603,HNRNPU,1
GO:0016601,Rac protein signal transduction, 1/89,43/18614,0.186430929,0.235829188,0.124745603,NF1,1
GO:0033574,response to testosterone, 1/89,43/18614,0.186430929,0.235829188,0.124745603,SPP1,1
GO:0043507,positive regulation of JUN kinase activity, 1/89,43/18614,0.186430929,0.235829188,0.124745603,ROR2,1
GO:0045687,positive regulation of glial cell differentiation, 1/89,43/18614,0.186430929,0.235829188,0.124745603,SHH,1
GO:0045840,positive regulation of mitotic nuclear division, 1/89,43/18614,0.186430929,0.235829188,0.124745603,LRP5,1
GO:0060236,regulation of mitotic spindle organization, 1/89,43/18614,0.186430929,0.235829188,0.124745603,HNRNPU,1
GO:0071548,response to dexamethasone, 1/89,43/18614,0.186430929,0.235829188,0.124745603,AXIN2,1
GO:0090278,negative regulation of peptide hormone secretion, 1/89,43/18614,0.186430929,0.235829188,0.124745603,SFRP1,1
GO:0001959,regulation of cytokine-mediated signaling pathway, 2/89,165/18614,0.186700308,0.236069702,0.124872827,HIF1A/ADAR,2
GO:0070665,positive regulation of leukocyte proliferation, 2/89,166/18614,0.188424222,0.238148391,0.125972383,BCL2/SHH,2
GO:0001881,receptor recycling, 1/89,44/18614,0.190329892,0.238432611,0.126122725,ACHE,1
GO:0002792,negative regulation of peptide secretion, 1/89,44/18614,0.190329892,0.238432611,0.126122725,SFRP1,1
GO:0021587,cerebellum morphogenesis, 1/89,44/18614,0.190329892,0.238432611,0.126122725,GLI1,1
GO:0021762,substantia nigra development, 1/89,44/18614,0.190329892,0.238432611,0.126122725,RHOA,1
GO:0032691,negative regulation of interleukin-1 beta production, 1/89,44/18614,0.190329892,0.238432611,0.126122725,GIT1,1
GO:0042181,ketone biosynthetic process, 1/89,44/18614,0.190329892,0.238432611,0.126122725,BMP6,1
GO:0042491,inner ear auditory receptor cell differentiation, 1/89,44/18614,0.190329892,0.238432611,0.126122725,BMP4,1
GO:0042596,fear response, 1/89,44/18614,0.190329892,0.238432611,0.126122725,BCL2,1
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, 1/89,44/18614,0.190329892,0.238432611,0.126122725,BCL2,1
GO:0043029,T cell homeostasis, 1/89,44/18614,0.190329892,0.238432611,0.126122725,BCL2,1
GO:0043620,regulation of DNA-templated transcription in response to stress, 1/89,44/18614,0.190329892,0.238432611,0.126122725,HIF1A,1
GO:0051602,response to electrical stimulus, 1/89,44/18614,0.190329892,0.238432611,0.126122725,MMP2,1
GO:0060119,inner ear receptor cell development, 1/89,44/18614,0.190329892,0.238432611,0.126122725,CTHRC1,1
GO:0071526,semaphorin-plexin signaling pathway, 1/89,44/18614,0.190329892,0.238432611,0.126122725,PLXNB1,1
GO:0072538,T-helper 17 type immune response, 1/89,44/18614,0.190329892,0.238432611,0.126122725,JUNB,1
GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis, 1/89,44/18614,0.190329892,0.238432611,0.126122725,RHOA,1
GO:0090317,negative regulation of intracellular protein transport, 1/89,44/18614,0.190329892,0.238432611,0.126122725,NF1,1
GO:0120178,steroid hormone biosynthetic process, 1/89,44/18614,0.190329892,0.238432611,0.126122725,BMP6,1
GO:1903573,negative regulation of response to endoplasmic reticulum stress, 1/89,44/18614,0.190329892,0.238432611,0.126122725,UFL1,1
GO:1904407,positive regulation of nitric oxide metabolic process, 1/89,44/18614,0.190329892,0.238432611,0.126122725,SMAD3,1
GO:1905521,regulation of macrophage migration, 1/89,44/18614,0.190329892,0.238432611,0.126122725,MMP14,1
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules, 2/89,168/18614,0.191878796,0.240271934,0.127095665,DCHS1/CDH11,2
GO:0001825,blastocyst formation, 1/89,45/18614,0.194210379,0.242478088,0.128262645,JUNB,1
GO:0010677,negative regulation of cellular carbohydrate metabolic process, 1/89,45/18614,0.194210379,0.242478088,0.128262645,GIT1,1
GO:0010799,regulation of peptidyl-threonine phosphorylation, 1/89,45/18614,0.194210379,0.242478088,0.128262645,BMP7,1
GO:0014003,oligodendrocyte development, 1/89,45/18614,0.194210379,0.242478088,0.128262645,SHH,1
GO:0030890,positive regulation of B cell proliferation, 1/89,45/18614,0.194210379,0.242478088,0.128262645,BCL2,1
GO:0033173,calcineurin-NFAT signaling cascade, 1/89,45/18614,0.194210379,0.242478088,0.128262645,FHL2,1
GO:1900744,regulation of p38MAPK cascade, 1/89,45/18614,0.194210379,0.242478088,0.128262645,BMP4,1
GO:0034765,regulation of monoatomic ion transmembrane transport, 4/89,478/18614,0.195439376,0.243910306,0.129020239,TMEM38B/BCL2/MMP9/TWIST1,4
GO:0006790,sulfur compound metabolic process, 3/89,319/18614,0.196165912,0.244714511,0.129445636,XYLT1/EXT2/CTNNB1,3
GO:0019058,viral life cycle, 3/89,320/18614,0.197384899,0.246132112,0.130195499,BCL2/ADAR/IFITM1,3
GO:0003254,regulation of membrane depolarization, 1/89,46/18614,0.198072476,0.246267907,0.13026733,BCL2,1
GO:0014911,positive regulation of smooth muscle cell migration, 1/89,46/18614,0.198072476,0.246267907,0.13026733,BCL2,1
GO:0031297,replication fork processing, 1/89,46/18614,0.198072476,0.246267907,0.13026733,ALYREF,1
GO:0032467,positive regulation of cytokinesis, 1/89,46/18614,0.198072476,0.246267907,0.13026733,RHOA,1
GO:0042551,neuron maturation, 1/89,46/18614,0.198072476,0.246267907,0.13026733,BCL2,1
GO:2000273,positive regulation of signaling receptor activity, 1/89,46/18614,0.198072476,0.246267907,0.13026733,HIF1A,1
GO:2000300,regulation of synaptic vesicle exocytosis, 1/89,46/18614,0.198072476,0.246267907,0.13026733,GIT1,1
GO:0010970,transport along microtubule, 2/89,172/18614,0.19881326,0.246982778,0.130645472,HNRNPU/HIF1A,2
GO:1990138,neuron projection extension, 2/89,172/18614,0.19881326,0.246982778,0.130645472,CTNNB1/BMPR2,2
GO:0031647,regulation of protein stability, 3/89,322/18614,0.199828553,0.248140583,0.131257911,BCL2/SMAD3/GTPBP4,3
GO:0007264,small GTPase mediated signal transduction, 4/89,483/18614,0.200334587,0.248665306,0.131535472,NF1/RHOA/GIT1/COL1A2,4
GO:0002861,regulation of inflammatory response to antigenic stimulus, 1/89,47/18614,0.201916269,0.249588616,0.132023872,MAPK14,1
GO:0010837,regulation of keratinocyte proliferation, 1/89,47/18614,0.201916269,0.249588616,0.132023872,SNAI2,1
GO:0021517,ventral spinal cord development, 1/89,47/18614,0.201916269,0.249588616,0.132023872,SHH,1
GO:0021575,hindbrain morphogenesis, 1/89,47/18614,0.201916269,0.249588616,0.132023872,GLI1,1
GO:0032369,negative regulation of lipid transport, 1/89,47/18614,0.201916269,0.249588616,0.132023872,SHH,1
GO:0046677,response to antibiotic, 1/89,47/18614,0.201916269,0.249588616,0.132023872,ALPL,1
GO:0050919,negative chemotaxis, 1/89,47/18614,0.201916269,0.249588616,0.132023872,RHOA,1
GO:0090199,regulation of release of cytochrome c from mitochondria, 1/89,47/18614,0.201916269,0.249588616,0.132023872,MMP9,1
GO:0090224,regulation of spindle organization, 1/89,47/18614,0.201916269,0.249588616,0.132023872,HNRNPU,1
GO:1900271,regulation of long-term synaptic potentiation, 1/89,47/18614,0.201916269,0.249588616,0.132023872,NF1,1
GO:0032409,regulation of transporter activity, 3/89,324/18614,0.202279636,0.249845983,0.13216001,BCL2/MMP9/TWIST1,3
GO:0030216,keratinocyte differentiation, 2/89,174/18614,0.202292216,0.249845983,0.13216001,FOXC1/MSX2,2
GO:1905475,regulation of protein localization to membrane, 2/89,175/18614,0.204034425,0.251893307,0.133242975,GPC3/MMP14,2
GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal, 1/89,48/18614,0.205741844,0.253266509,0.133969352,RHOA,1
GO:0007520,myoblast fusion, 1/89,48/18614,0.205741844,0.253266509,0.133969352,MAPK14,1
GO:0031641,regulation of myelination, 1/89,48/18614,0.205741844,0.253266509,0.133969352,CTNNB1,1
GO:0046596,regulation of viral entry into host cell, 1/89,48/18614,0.205741844,0.253266509,0.133969352,IFITM1,1
GO:0048066,developmental pigmentation, 1/89,48/18614,0.205741844,0.253266509,0.133969352,BCL2,1
GO:1903426,regulation of reactive oxygen species biosynthetic process, 1/89,48/18614,0.205741844,0.253266509,0.133969352,RHOA,1
GO:2000404,regulation of T cell migration, 1/89,48/18614,0.205741844,0.253266509,0.133969352,RHOA,1
GO:0002440,production of molecular mediator of immune response, 3/89,328/18614,0.207203415,0.254960336,0.134865329,TGFB3/DDX21/TWIST1,3
GO:0010469,regulation of signaling receptor activity, 2/89,177/18614,0.207524022,0.255249406,0.135018237,HIF1A/NOG,2
GO:0019221,cytokine-mediated signaling pathway, 4/89,492/18614,0.209239895,0.25651915,0.135689888,HIF1A/ADAR/FOXC1/IFITM1,4
GO:0032635,interleukin-6 production, 2/89,178/18614,0.2092713,0.25651915,0.135689888,DHX9/TWIST1,2
GO:0032675,regulation of interleukin-6 production, 2/89,178/18614,0.2092713,0.25651915,0.135689888,DHX9/TWIST1,2
GO:0007528,neuromuscular junction development, 1/89,49/18614,0.209549286,0.25651915,0.135689888,TNC,1
GO:0030838,positive regulation of actin filament polymerization, 1/89,49/18614,0.209549286,0.25651915,0.135689888,RHOA,1
GO:0032968,positive regulation of transcription elongation by RNA polymerase II, 1/89,49/18614,0.209549286,0.25651915,0.135689888,CTNNB1,1
GO:0033628,regulation of cell adhesion mediated by integrin, 1/89,49/18614,0.209549286,0.25651915,0.135689888,SNAI2,1
GO:0042149,cellular response to glucose starvation, 1/89,49/18614,0.209549286,0.25651915,0.135689888,BCL2,1
GO:0043114,regulation of vascular permeability, 1/89,49/18614,0.209549286,0.25651915,0.135689888,BMP6,1
GO:0046580,negative regulation of Ras protein signal transduction, 1/89,49/18614,0.209549286,0.25651915,0.135689888,NF1,1
GO:0097720,calcineurin-mediated signaling, 1/89,49/18614,0.209549286,0.25651915,0.135689888,FHL2,1
GO:0016042,lipid catabolic process, 3/89,330/18614,0.209675774,0.25651915,0.135689888,SPP1/CYP24A1/TWIST1,3
GO:0045861,negative regulation of proteolysis, 3/89,330/18614,0.209675774,0.25651915,0.135689888,MMP9/SHH/GPC3,3
GO:0001659,temperature homeostasis, 2/89,179/18614,0.211020157,0.258057901,0.136503835,ACHE/ALPL,2
GO:0051048,negative regulation of secretion, 2/89,180/18614,0.21277054,0.260091685,0.137579637,NF1/SFRP1,2
GO:0038084,vascular endothelial growth factor signaling pathway, 1/89,50/18614,0.213338681,0.260358841,0.137720954,FOXC1,1
GO:0045776,negative regulation of blood pressure, 1/89,50/18614,0.213338681,0.260358841,0.137720954,BMPR2,1
GO:0046365,monosaccharide catabolic process, 1/89,50/18614,0.213338681,0.260358841,0.137720954,LRP5,1
GO:0048009,insulin-like growth factor receptor signaling pathway, 1/89,50/18614,0.213338681,0.260358841,0.137720954,IGFBP3,1
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation, 2/89,181/18614,0.214522394,0.261696237,0.138428391,FGFR3/BMP6,2
GO:0006479,protein methylation, 2/89,182/18614,0.216275666,0.263128977,0.139186261,MEN1/CTNNB1,2
GO:0008213,protein alkylation, 2/89,182/18614,0.216275666,0.263128977,0.139186261,MEN1/CTNNB1,2
GO:0006111,regulation of gluconeogenesis, 1/89,51/18614,0.217110113,0.263128977,0.139186261,SIRT7,1
GO:0010662,regulation of striated muscle cell apoptotic process, 1/89,51/18614,0.217110113,0.263128977,0.139186261,BMP7,1
GO:0019083,viral transcription, 1/89,51/18614,0.217110113,0.263128977,0.139186261,DHX9,1
GO:0021515,cell differentiation in spinal cord, 1/89,51/18614,0.217110113,0.263128977,0.139186261,SHH,1
GO:0043113,receptor clustering, 1/89,51/18614,0.217110113,0.263128977,0.139186261,CHRDL1,1
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling, 1/89,51/18614,0.217110113,0.263128977,0.139186261,RHOA,1
GO:0043392,negative regulation of DNA binding, 1/89,51/18614,0.217110113,0.263128977,0.139186261,MSX2,1
GO:0045761,regulation of adenylate cyclase activity, 1/89,51/18614,0.217110113,0.263128977,0.139186261,NF1,1
GO:0045912,negative regulation of carbohydrate metabolic process, 1/89,51/18614,0.217110113,0.263128977,0.139186261,GIT1,1
GO:0051489,regulation of filopodium assembly, 1/89,51/18614,0.217110113,0.263128977,0.139186261,TGFB3,1
GO:0051646,mitochondrion localization, 1/89,51/18614,0.217110113,0.263128977,0.139186261,HIF1A,1
GO:1900047,negative regulation of hemostasis, 1/89,51/18614,0.217110113,0.263128977,0.139186261,COMP,1
GO:1901799,negative regulation of proteasomal protein catabolic process, 1/89,51/18614,0.217110113,0.263128977,0.139186261,SHH,1
GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process, 1/89,51/18614,0.217110113,0.263128977,0.139186261,SHH,1
GO:0015980,energy derivation by oxidation of organic compounds, 3/89,337/18614,0.218381139,0.264561779,0.139944165,CAT/HIF1A/RHOA,3
GO:0046578,regulation of Ras protein signal transduction, 2/89,184/18614,0.219786254,0.266155793,0.140787344,NF1/GIT1,2
GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules, 1/89,52/18614,0.220863665,0.266724459,0.141088148,DCHS1,1
GO:0010656,negative regulation of muscle cell apoptotic process, 1/89,52/18614,0.220863665,0.266724459,0.141088148,BMP7,1
GO:0021695,cerebellar cortex development, 1/89,52/18614,0.220863665,0.266724459,0.141088148,GLI1,1
GO:0021872,forebrain generation of neurons, 1/89,52/18614,0.220863665,0.266724459,0.141088148,RHOA,1
GO:0032692,negative regulation of interleukin-1 production, 1/89,52/18614,0.220863665,0.266724459,0.141088148,GIT1,1
GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity, 1/89,52/18614,0.220863665,0.266724459,0.141088148,RHOA,1
GO:0098813,nuclear chromosome segregation, 3/89,339/18614,0.220882591,0.266724459,0.141088148,HNRNPU/RHOA/SIRT7,3
GO:0000910,cytokinesis, 2/89,185/18614,0.221543466,0.267197565,0.141338406,RHOA/GIT1,2
GO:0032640,tumor necrosis factor production, 2/89,185/18614,0.221543466,0.267197565,0.141338406,DHX9/TWIST1,2
GO:0032680,regulation of tumor necrosis factor production, 2/89,185/18614,0.221543466,0.267197565,0.141338406,DHX9/TWIST1,2
GO:1903169,regulation of calcium ion transmembrane transport, 2/89,186/18614,0.223301887,0.269209357,0.142402575,TMEM38B/BCL2,2
GO:0007129,homologous chromosome pairing at meiosis, 1/89,53/18614,0.224599423,0.270064732,0.142855039,SIRT7,1
GO:0010874,regulation of cholesterol efflux, 1/89,53/18614,0.224599423,0.270064732,0.142855039,SHH,1
GO:0033047,regulation of mitotic sister chromatid segregation, 1/89,53/18614,0.224599423,0.270064732,0.142855039,HNRNPU,1
GO:0048146,positive regulation of fibroblast proliferation, 1/89,53/18614,0.224599423,0.270064732,0.142855039,DHX9,1
GO:0050982,detection of mechanical stimulus, 1/89,53/18614,0.224599423,0.270064732,0.142855039,CTNNB1,1
GO:1902930,regulation of alcohol biosynthetic process, 1/89,53/18614,0.224599423,0.270064732,0.142855039,BMP6,1
GO:0016311,dephosphorylation, 3/89,342/18614,0.22464599,0.270064732,0.142855039,BCL2/SMAD3/ALPL,3
GO:0019722,calcium-mediated signaling, 2/89,187/18614,0.225061467,0.270346012,0.143003827,TMEM38B/FHL2,2
GO:0032200,telomere organization, 2/89,187/18614,0.225061467,0.270346012,0.143003827,HNRNPU/CTNNB1,2
GO:0002040,sprouting angiogenesis, 2/89,188/18614,0.226822154,0.272351148,0.144064475,RHOA/BMP4,2
GO:0006383,transcription by RNA polymerase III, 1/89,54/18614,0.228317469,0.273155719,0.144490066,DDX21,1
GO:0030520,intracellular estrogen receptor signaling pathway, 1/89,54/18614,0.228317469,0.273155719,0.144490066,UFL1,1
GO:0031113,regulation of microtubule polymerization, 1/89,54/18614,0.228317469,0.273155719,0.144490066,GIT1,1
GO:0043550,regulation of lipid kinase activity, 1/89,54/18614,0.228317469,0.273155719,0.144490066,FGFR3,1
GO:0051452,intracellular pH reduction, 1/89,54/18614,0.228317469,0.273155719,0.144490066,BCL2,1
GO:0071320,cellular response to cAMP, 1/89,54/18614,0.228317469,0.273155719,0.144490066,STC1,1
GO:0072698,protein localization to microtubule cytoskeleton, 1/89,54/18614,0.228317469,0.273155719,0.144490066,HNRNPU,1
GO:0097479,synaptic vesicle localization, 1/89,54/18614,0.228317469,0.273155719,0.144490066,CTNNB1,1
GO:1903170,negative regulation of calcium ion transmembrane transport, 1/89,54/18614,0.228317469,0.273155719,0.144490066,BCL2,1
GO:0071706,tumor necrosis factor superfamily cytokine production, 2/89,190/18614,0.230346653,0.27536223,0.145657235,DHX9/TWIST1,2
GO:1903555,regulation of tumor necrosis factor superfamily cytokine production, 2/89,190/18614,0.230346653,0.27536223,0.145657235,DHX9/TWIST1,2
GO:0002043,blood vessel endothelial cell proliferation involved in sprouting angiogenesis, 1/89,55/18614,0.232017886,0.276251209,0.146127475,BMP4,1
GO:0002686,negative regulation of leukocyte migration, 1/89,55/18614,0.232017886,0.276251209,0.146127475,NF1,1
GO:0010518,positive regulation of phospholipase activity, 1/89,55/18614,0.232017886,0.276251209,0.146127475,FGFR3,1
GO:0010658,striated muscle cell apoptotic process, 1/89,55/18614,0.232017886,0.276251209,0.146127475,BMP7,1
GO:0014888,striated muscle adaptation, 1/89,55/18614,0.232017886,0.276251209,0.146127475,SMAD3,1
GO:0042743,hydrogen peroxide metabolic process, 1/89,55/18614,0.232017886,0.276251209,0.146127475,CAT,1
GO:0050805,negative regulation of synaptic transmission, 1/89,55/18614,0.232017886,0.276251209,0.146127475,ACHE,1
GO:0052372,modulation by symbiont of entry into host, 1/89,55/18614,0.232017886,0.276251209,0.146127475,IFITM1,1
GO:2000772,regulation of cellular senescence, 1/89,55/18614,0.232017886,0.276251209,0.146127475,TWIST1,1
GO:0032271,regulation of protein polymerization, 2/89,191/18614,0.232110365,0.276251209,0.146127475,RHOA/GIT1,2
GO:0050777,negative regulation of immune response, 2/89,191/18614,0.232110365,0.276251209,0.146127475,ADAR/MAPK14,2
GO:0010506,regulation of autophagy, 3/89,348/18614,0.232211173,0.276260817,0.146132557,BCL2/HIF1A/UFL1,3
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome", 1/89,56/18614,0.235700758,0.279408101,0.147797363,HNRNPU,1
GO:0032608,interferon-beta production, 1/89,56/18614,0.235700758,0.279408101,0.147797363,DHX9,1
GO:0032648,regulation of interferon-beta production, 1/89,56/18614,0.235700758,0.279408101,0.147797363,DHX9,1
GO:0035088,establishment or maintenance of apical/basal cell polarity, 1/89,56/18614,0.235700758,0.279408101,0.147797363,RHOA,1
GO:0045005,DNA-templated DNA replication maintenance of fidelity, 1/89,56/18614,0.235700758,0.279408101,0.147797363,ALYREF,1
GO:0045071,negative regulation of viral genome replication, 1/89,56/18614,0.235700758,0.279408101,0.147797363,IFITM1,1
GO:0051058,negative regulation of small GTPase mediated signal transduction, 1/89,56/18614,0.235700758,0.279408101,0.147797363,NF1,1
GO:0055078,sodium ion homeostasis, 1/89,56/18614,0.235700758,0.279408101,0.147797363,EXT2,1
GO:0061245,establishment or maintenance of bipolar cell polarity, 1/89,56/18614,0.235700758,0.279408101,0.147797363,RHOA,1
GO:0031334,positive regulation of protein-containing complex assembly, 2/89,195/18614,0.239173831,0.28262854,0.149500865,RHOA/GIT1,2
GO:0031345,negative regulation of cell projection organization, 2/89,195/18614,0.239173831,0.28262854,0.149500865,RHOA/SPP1,2
GO:0071902,positive regulation of protein serine/threonine kinase activity, 2/89,195/18614,0.239173831,0.28262854,0.149500865,RHOA/ROR2,2
GO:0007080,mitotic metaphase plate congression, 1/89,57/18614,0.239366165,0.28262854,0.149500865,HNRNPU,1
GO:0031060,regulation of histone methylation, 1/89,57/18614,0.239366165,0.28262854,0.149500865,CTNNB1,1
GO:0032768,regulation of monooxygenase activity, 1/89,57/18614,0.239366165,0.28262854,0.149500865,HIF1A,1
GO:0048016,inositol phosphate-mediated signaling, 1/89,57/18614,0.239366165,0.28262854,0.149500865,FHL2,1
GO:0050881,musculoskeletal movement, 1/89,57/18614,0.239366165,0.28262854,0.149500865,COMP,1
GO:0051932,"synaptic transmission, GABAergic", 1/89,57/18614,0.239366165,0.28262854,0.149500865,NF1,1
GO:0061756,leukocyte adhesion to vascular endothelial cell, 1/89,57/18614,0.239366165,0.28262854,0.149500865,RHOA,1
GO:0032535,regulation of cellular component size, 3/89,354/18614,0.239823921,0.283056839,0.149727421,RHOA/SPP1/BMPR2,3
GO:0140013,meiotic nuclear division, 2/89,196/18614,0.240941613,0.284263393,0.150365647,MSX2/SIRT7,2
GO:0007286,spermatid development, 2/89,197/18614,0.242710068,0.285803109,0.151180104,GLI1/DHH,2
GO:0030258,lipid modification, 2/89,197/18614,0.242710068,0.285803109,0.151180104,MAPK14/TWIST1,2
GO:0006767,water-soluble vitamin metabolic process, 1/89,58/18614,0.243014191,0.285803109,0.151180104,ALPL,1
GO:0043616,keratinocyte proliferation, 1/89,58/18614,0.243014191,0.285803109,0.151180104,SNAI2,1
GO:0044380,protein localization to cytoskeleton, 1/89,58/18614,0.243014191,0.285803109,0.151180104,HNRNPU,1
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation, 1/89,58/18614,0.243014191,0.285803109,0.151180104,SFRP1,1
GO:0050879,multicellular organismal movement, 1/89,58/18614,0.243014191,0.285803109,0.151180104,COMP,1
GO:0099024,plasma membrane invagination, 1/89,58/18614,0.243014191,0.285803109,0.151180104,RHOA,1
GO:0099504,synaptic vesicle cycle, 2/89,198/18614,0.244479149,0.287412543,0.15203144,GIT1/CTNNB1,2
GO:0000070,mitotic sister chromatid segregation, 2/89,199/18614,0.24624881,0.289273703,0.15301593,HNRNPU/RHOA,2
GO:0001961,positive regulation of cytokine-mediated signaling pathway, 1/89,59/18614,0.246644916,0.289273703,0.15301593,HIF1A,1
GO:0006611,protein export from nucleus, 1/89,59/18614,0.246644916,0.289273703,0.15301593,SIRT7,1
GO:0010574,regulation of vascular endothelial growth factor production, 1/89,59/18614,0.246644916,0.289273703,0.15301593,HIF1A,1
GO:0031122,cytoplasmic microtubule organization, 1/89,59/18614,0.246644916,0.289273703,0.15301593,RHOA,1
GO:2001258,negative regulation of cation channel activity, 1/89,59/18614,0.246644916,0.289273703,0.15301593,MMP9,1
GO:0070588,calcium ion transmembrane transport, 3/89,360/18614,0.24747996,0.290138843,0.15347356,TMEM38B/BCL2/CCN2,3
GO:0010639,negative regulation of organelle organization, 3/89,362/18614,0.250040865,0.292820047,0.154891825,HNRNPU/BMP4/BMP7,3
GO:0002886,regulation of myeloid leukocyte mediated immunity, 1/89,60/18614,0.250258422,0.292820047,0.154891825,DDX21,1
GO:0019748,secondary metabolic process, 1/89,60/18614,0.250258422,0.292820047,0.154891825,BCL2,1
GO:0021545,cranial nerve development, 1/89,60/18614,0.250258422,0.292820047,0.154891825,CTNNB1,1
GO:0032007,negative regulation of TOR signaling, 1/89,60/18614,0.250258422,0.292820047,0.154891825,HIF1A,1
GO:0006836,neurotransmitter transport, 2/89,202/18614,0.251560823,0.294228383,0.155636787,NF1/GIT1,2
GO:0043087,regulation of GTPase activity, 3/89,364/18614,0.252605959,0.295334832,0.156222061,NF1/SFRP1/PLXNB1,3
GO:0015800,acidic amino acid transport, 1/89,61/18614,0.253854789,0.295981768,0.156564268,NF1,1
GO:0034113,heterotypic cell-cell adhesion, 1/89,61/18614,0.253854789,0.295981768,0.156564268,BMP7,1
GO:0035306,positive regulation of dephosphorylation, 1/89,61/18614,0.253854789,0.295981768,0.156564268,SMAD3,1
GO:0043903,regulation of biological process involved in symbiotic interaction, 1/89,61/18614,0.253854789,0.295981768,0.156564268,IFITM1,1
GO:0050994,regulation of lipid catabolic process, 1/89,61/18614,0.253854789,0.295981768,0.156564268,TWIST1,1
GO:0060042,retina morphogenesis in camera-type eye, 1/89,61/18614,0.253854789,0.295981768,0.156564268,LRP5,1
GO:1903409,reactive oxygen species biosynthetic process, 1/89,61/18614,0.253854789,0.295981768,0.156564268,RHOA,1
GO:0048515,spermatid differentiation, 2/89,204/18614,0.255104245,0.297172241,0.157193988,GLI1/DHH,2
GO:0006066,alcohol metabolic process, 3/89,366/18614,0.25517509,0.297172241,0.157193988,CAT/BMP6/LRP5,3
GO:0045860,positive regulation of protein kinase activity, 3/89,366/18614,0.25517509,0.297172241,0.157193988,RHOA/AXIN2/ROR2,3
GO:0000768,syncytium formation by plasma membrane fusion, 1/89,62/18614,0.257434099,0.299101474,0.158214486,MAPK14,1
GO:0032387,negative regulation of intracellular transport, 1/89,62/18614,0.257434099,0.299101474,0.158214486,NF1,1
GO:0032481,positive regulation of type I interferon production, 1/89,62/18614,0.257434099,0.299101474,0.158214486,DHX9,1
GO:0045428,regulation of nitric oxide biosynthetic process, 1/89,62/18614,0.257434099,0.299101474,0.158214486,SMAD3,1
GO:0046902,regulation of mitochondrial membrane permeability, 1/89,62/18614,0.257434099,0.299101474,0.158214486,BCL2,1
GO:0140253,cell-cell fusion, 1/89,62/18614,0.257434099,0.299101474,0.158214486,MAPK14,1
GO:0051701,biological process involved in interaction with host, 2/89,206/18614,0.258648922,0.300395766,0.158899122,ALYREF/IFITM1,2
GO:1902115,regulation of organelle assembly, 2/89,207/18614,0.260421625,0.302062301,0.159780663,HNRNPU/RHOA,2
GO:0001885,endothelial cell development, 1/89,63/18614,0.26099643,0.302062301,0.159780663,STC1,1
GO:0010573,vascular endothelial growth factor production, 1/89,63/18614,0.26099643,0.302062301,0.159780663,HIF1A,1
