ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006879,intracellular iron ion homeostasis, 1/19,65/18614,0.064333564,0.116987241,0.064645886,HIF1A,1
GO:0032507,maintenance of protein location in cell, 1/19,65/18614,0.064333564,0.116987241,0.064645886,HNRNPU,1
GO:0046888,negative regulation of hormone secretion, 1/19,65/18614,0.064333564,0.116987241,0.064645886,SFRP1,1
GO:0098781,ncRNA transcription, 1/19,65/18614,0.064333564,0.116987241,0.064645886,SIRT7,1
GO:0098930,axonal transport, 1/19,65/18614,0.064333564,0.116987241,0.064645886,HIF1A,1
GO:1905330,regulation of morphogenesis of an epithelium, 1/19,65/18614,0.064333564,0.116987241,0.064645886,SFRP1,1
GO:0001655,urogenital system development, 1/19,66/18614,0.06529198,0.11855649,0.065513036,SFRP1,1
GO:0042446,hormone biosynthetic process, 1/19,67/18614,0.066249466,0.119944368,0.066279963,HIF1A,1
GO:0070613,regulation of protein processing, 1/19,67/18614,0.066249466,0.119944368,0.066279963,RUNX1,1
GO:0007018,microtubule-based movement, 2/19,417/18614,0.066629799,0.120100547,0.066366266,HNRNPU/HIF1A,2
GO:0050678,regulation of epithelial cell proliferation, 2/19,419/18614,0.067190704,0.120100547,0.066366266,SFRP1/HIF1A,2
GO:0006406,mRNA export from nucleus, 1/19,68/18614,0.067206023,0.120100547,0.066366266,ALYREF,1
GO:0035019,somatic stem cell population maintenance, 1/19,68/18614,0.067206023,0.120100547,0.066366266,SFRP1,1
GO:0045670,regulation of osteoclast differentiation, 1/19,68/18614,0.067206023,0.120100547,0.066366266,SFRP1,1
GO:0048645,animal organ formation, 1/19,68/18614,0.067206023,0.120100547,0.066366266,AXIN2,1
GO:0055021,regulation of cardiac muscle tissue growth, 1/19,68/18614,0.067206023,0.120100547,0.066366266,RUNX1,1
GO:0061180,mammary gland epithelium development, 1/19,68/18614,0.067206023,0.120100547,0.066366266,HIF1A,1
GO:1902893,regulation of miRNA transcription, 1/19,68/18614,0.067206023,0.120100547,0.066366266,HIF1A,1
GO:0001558,regulation of cell growth, 2/19,420/18614,0.067471771,0.120402211,0.066532962,SFRP1/IGFBP3,2
GO:0030098,lymphocyte differentiation, 2/19,422/18614,0.068035125,0.120938244,0.066829168,SFRP1/RUNX1,2
GO:0007004,telomere maintenance via telomerase, 1/19,69/18614,0.068161651,0.120938244,0.066829168,HNRNPU,1
GO:0061614,miRNA transcription, 1/19,69/18614,0.068161651,0.120938244,0.066829168,HIF1A,1
GO:0150116,regulation of cell-substrate junction organization, 1/19,69/18614,0.068161651,0.120938244,0.066829168,SFRP1,1
GO:0014823,response to activity, 1/19,70/18614,0.069116352,0.121678512,0.067238232,HIF1A,1
GO:0030514,negative regulation of BMP signaling pathway, 1/19,70/18614,0.069116352,0.121678512,0.067238232,SFRP1,1
GO:0032722,positive regulation of chemokine production, 1/19,70/18614,0.069116352,0.121678512,0.067238232,HIF1A,1
GO:0043627,response to estrogen, 1/19,70/18614,0.069116352,0.121678512,0.067238232,SFRP1,1
GO:0061371,determination of heart left/right asymmetry, 1/19,70/18614,0.069116352,0.121678512,0.067238232,HIF1A,1
GO:0060537,muscle tissue development, 2/19,426/18614,0.069166691,0.121678512,0.067238232,HNRNPU/RUNX1,2
GO:0003143,embryonic heart tube morphogenesis, 1/19,71/18614,0.070070126,0.122573376,0.067732724,HIF1A,1
GO:0003208,cardiac ventricle morphogenesis, 1/19,71/18614,0.070070126,0.122573376,0.067732724,HIF1A,1
GO:0070918,regulatory ncRNA processing, 1/19,71/18614,0.070070126,0.122573376,0.067732724,ADAR,1
GO:1903317,regulation of protein maturation, 1/19,71/18614,0.070070126,0.122573376,0.067732724,RUNX1,1
GO:0010720,positive regulation of cell development, 2/19,432/18614,0.070876063,0.123199071,0.068078476,RUNX1/HIF1A,2
GO:0002260,lymphocyte homeostasis, 1/19,72/18614,0.071022975,0.123199071,0.068078476,HIF1A,1
GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway, 1/19,72/18614,0.071022975,0.123199071,0.068078476,SFRP1,1
GO:0046635,positive regulation of alpha-beta T cell activation, 1/19,72/18614,0.071022975,0.123199071,0.068078476,RUNX1,1
GO:0051310,metaphase plate congression, 1/19,72/18614,0.071022975,0.123199071,0.068078476,HNRNPU,1
GO:0090307,mitotic spindle assembly, 1/19,72/18614,0.071022975,0.123199071,0.068078476,HNRNPU,1
GO:0007059,chromosome segregation, 2/19,435/18614,0.0717361,0.123641526,0.068322972,HNRNPU/SIRT7,2
GO:0003170,heart valve development, 1/19,73/18614,0.071974898,0.123641526,0.068322972,AXIN2,1
GO:0007405,neuroblast proliferation, 1/19,73/18614,0.071974898,0.123641526,0.068322972,HIF1A,1
GO:0035567,non-canonical Wnt signaling pathway, 1/19,73/18614,0.071974898,0.123641526,0.068322972,SFRP1,1
GO:0042246,tissue regeneration, 1/19,73/18614,0.071974898,0.123641526,0.068322972,RUNX1,1
GO:0046637,regulation of alpha-beta T cell differentiation, 1/19,73/18614,0.071974898,0.123641526,0.068322972,RUNX1,1
GO:0061035,regulation of cartilage development, 1/19,73/18614,0.071974898,0.123641526,0.068322972,AXIN2,1
GO:0001736,establishment of planar polarity, 1/19,74/18614,0.072925897,0.124244121,0.06865596,SFRP1,1
GO:0002067,glandular epithelial cell differentiation, 1/19,74/18614,0.072925897,0.124244121,0.06865596,HIF1A,1
GO:0007164,establishment of tissue polarity, 1/19,74/18614,0.072925897,0.124244121,0.06865596,SFRP1,1
GO:0045661,regulation of myoblast differentiation, 1/19,74/18614,0.072925897,0.124244121,0.06865596,IGFBP3,1
GO:0060420,regulation of heart growth, 1/19,74/18614,0.072925897,0.124244121,0.06865596,RUNX1,1
GO:1903578,regulation of ATP metabolic process, 1/19,74/18614,0.072925897,0.124244121,0.06865596,HIF1A,1
GO:0048732,gland development, 2/19,441/18614,0.073466743,0.124327858,0.068702232,SFRP1/HIF1A,2
GO:0006278,RNA-templated DNA biosynthetic process, 1/19,75/18614,0.073875973,0.124327858,0.068702232,HNRNPU,1
GO:0010822,positive regulation of mitochondrion organization, 1/19,75/18614,0.073875973,0.124327858,0.068702232,HIF1A,1
GO:0016239,positive regulation of macroautophagy, 1/19,75/18614,0.073875973,0.124327858,0.068702232,HIF1A,1
GO:0043536,positive regulation of blood vessel endothelial cell migration, 1/19,75/18614,0.073875973,0.124327858,0.068702232,HIF1A,1
GO:0045669,positive regulation of osteoblast differentiation, 1/19,75/18614,0.073875973,0.124327858,0.068702232,IFITM1,1
GO:0048662,negative regulation of smooth muscle cell proliferation, 1/19,75/18614,0.073875973,0.124327858,0.068702232,IGFBP3,1
GO:0070192,chromosome organization involved in meiotic cell cycle, 1/19,75/18614,0.073875973,0.124327858,0.068702232,SIRT7,1
GO:0071479,cellular response to ionizing radiation, 1/19,75/18614,0.073875973,0.124327858,0.068702232,SFRP1,1
GO:0051656,establishment of organelle localization, 2/19,445/18614,0.074628246,0.125423926,0.069307907,HNRNPU/HIF1A,2
GO:0007422,peripheral nervous system development, 1/19,76/18614,0.074825127,0.125584875,0.069396846,RUNX1,1
GO:0032508,DNA duplex unwinding, 1/19,77/18614,0.075773359,0.126833573,0.070086863,DHX9,1
GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation", 1/19,77/18614,0.075773359,0.126833573,0.070086863,RUNX1,1
GO:0000280,nuclear division, 2/19,450/18614,0.076088723,0.127049429,0.070206143,HNRNPU/SIRT7,2
GO:0009314,response to radiation, 2/19,452/18614,0.076675563,0.127049429,0.070206143,SFRP1/HIF1A,2
GO:0002200,somatic diversification of immune receptors, 1/19,78/18614,0.07672067,0.127049429,0.070206143,ADAR,1
GO:0002534,cytokine production involved in inflammatory response, 1/19,78/18614,0.07672067,0.127049429,0.070206143,HIF1A,1
GO:0042274,ribosomal small subunit biogenesis, 1/19,78/18614,0.07672067,0.127049429,0.070206143,RPL38,1
GO:0045824,negative regulation of innate immune response, 1/19,78/18614,0.07672067,0.127049429,0.070206143,ADAR,1
GO:0050709,negative regulation of protein secretion, 1/19,78/18614,0.07672067,0.127049429,0.070206143,SFRP1,1
GO:1900015,regulation of cytokine production involved in inflammatory response, 1/19,78/18614,0.07672067,0.127049429,0.070206143,HIF1A,1
GO:0048568,embryonic organ development, 2/19,453/18614,0.076969547,0.127291848,0.070340101,RPL38/HIF1A,2
GO:0045913,positive regulation of carbohydrate metabolic process, 1/19,79/18614,0.077667061,0.127764887,0.070601497,HIF1A,1
GO:0050688,regulation of defense response to virus, 1/19,79/18614,0.077667061,0.127764887,0.070601497,DHX9,1
GO:1903201,regulation of oxidative stress-induced cell death, 1/19,79/18614,0.077667061,0.127764887,0.070601497,HIF1A,1
GO:2000736,regulation of stem cell differentiation, 1/19,79/18614,0.077667061,0.127764887,0.070601497,HNRNPU,1
GO:0002720,positive regulation of cytokine production involved in immune response, 1/19,80/18614,0.078612533,0.128808399,0.07117813,DDX21,1
GO:0030500,regulation of bone mineralization, 1/19,80/18614,0.078612533,0.128808399,0.07117813,HIF1A,1
GO:0070227,lymphocyte apoptotic process, 1/19,80/18614,0.078612533,0.128808399,0.07117813,HIF1A,1
GO:0016055,Wnt signaling pathway, 2/19,461/18614,0.079334824,0.129671788,0.07165523,SFRP1/AXIN2,2
GO:0010833,telomere maintenance via telomere lengthening, 1/19,81/18614,0.079557087,0.129671788,0.07165523,HNRNPU,1
GO:0014855,striated muscle cell proliferation, 1/19,81/18614,0.079557087,0.129671788,0.07165523,RUNX1,1
GO:2000628,regulation of miRNA metabolic process, 1/19,81/18614,0.079557087,0.129671788,0.07165523,HIF1A,1
GO:0002831,regulation of response to biotic stimulus, 2/19,463/18614,0.079929831,0.129938285,0.071802493,DHX9/ADAR,2
GO:0198738,cell-cell signaling by wnt, 2/19,463/18614,0.079929831,0.129938285,0.071802493,SFRP1/AXIN2,2
GO:0003151,outflow tract morphogenesis, 1/19,82/18614,0.080500724,0.130524672,0.072126524,HIF1A,1
GO:0014032,neural crest cell development, 1/19,82/18614,0.080500724,0.130524672,0.072126524,HIF1A,1
GO:0032024,positive regulation of insulin secretion, 1/19,83/18614,0.081443443,0.131538045,0.072686504,HIF1A,1
GO:0032392,DNA geometric change, 1/19,83/18614,0.081443443,0.131538045,0.072686504,DHX9,1
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator, 1/19,83/18614,0.081443443,0.131538045,0.072686504,MYBBP1A,1
GO:0006094,gluconeogenesis, 1/19,84/18614,0.082385248,0.132713979,0.073336312,SIRT7,1
GO:0051303,establishment of chromosome localization, 1/19,84/18614,0.082385248,0.132713979,0.073336312,HNRNPU,1
GO:1903131,mononuclear cell differentiation, 2/19,474/18614,0.083228257,0.133536855,0.073791024,SFRP1/RUNX1,2
GO:0006096,glycolytic process, 1/19,85/18614,0.083326137,0.133536855,0.073791024,HIF1A,1
GO:0035050,embryonic heart tube development, 1/19,85/18614,0.083326137,0.133536855,0.073791024,HIF1A,1
GO:0055013,cardiac muscle cell development, 1/19,85/18614,0.083326137,0.133536855,0.073791024,HNRNPU,1
GO:0031667,response to nutrient levels, 2/19,477/18614,0.084135324,0.134177579,0.074145081,MYBBP1A/SFRP1,2
GO:0006757,ATP generation from ADP, 1/19,86/18614,0.084266112,0.134177579,0.074145081,HIF1A,1
GO:0008306,associative learning, 1/19,86/18614,0.084266112,0.134177579,0.074145081,HIF1A,1
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors, 1/19,86/18614,0.084266112,0.134177579,0.074145081,SFRP1,1
GO:0048041,focal adhesion assembly, 1/19,86/18614,0.084266112,0.134177579,0.074145081,SFRP1,1
GO:0001960,negative regulation of cytokine-mediated signaling pathway, 1/19,87/18614,0.085205175,0.134980647,0.074588848,ADAR,1
GO:0008589,regulation of smoothened signaling pathway, 1/19,87/18614,0.085205175,0.134980647,0.074588848,SFRP1,1
GO:0019319,hexose biosynthetic process, 1/19,87/18614,0.085205175,0.134980647,0.074588848,SIRT7,1
GO:0034243,regulation of transcription elongation by RNA polymerase II, 1/19,87/18614,0.085205175,0.134980647,0.074588848,HNRNPU,1
GO:0045785,positive regulation of cell adhesion, 2/19,482/18614,0.085654122,0.135519006,0.074886339,SFRP1/RUNX1,2
GO:0023061,signal release, 2/19,483/18614,0.085958926,0.135602039,0.074932223,SFRP1/HIF1A,2
GO:0033273,response to vitamin, 1/19,88/18614,0.086143324,0.135602039,0.074932223,SFRP1,1
GO:0046849,bone remodeling, 1/19,88/18614,0.086143324,0.135602039,0.074932223,SFRP1,1
GO:0048864,stem cell development, 1/19,88/18614,0.086143324,0.135602039,0.074932223,HIF1A,1
GO:0001892,embryonic placenta development, 1/19,89/18614,0.087080563,0.13621418,0.075270485,HIF1A,1
GO:0007589,body fluid secretion, 1/19,89/18614,0.087080563,0.13621418,0.075270485,HIF1A,1
GO:0043367,"CD4-positive, alpha-beta T cell differentiation", 1/19,89/18614,0.087080563,0.13621418,0.075270485,RUNX1,1
GO:0055072,iron ion homeostasis, 1/19,89/18614,0.087080563,0.13621418,0.075270485,HIF1A,1
GO:2000177,regulation of neural precursor cell proliferation, 1/19,89/18614,0.087080563,0.13621418,0.075270485,HIF1A,1
GO:0001510,RNA methylation, 1/19,90/18614,0.08801689,0.136817244,0.075603732,FBL,1
GO:0014910,regulation of smooth muscle cell migration, 1/19,90/18614,0.08801689,0.136817244,0.075603732,IGFBP3,1
GO:0048525,negative regulation of viral process, 1/19,90/18614,0.08801689,0.136817244,0.075603732,IFITM1,1
GO:0071103,DNA conformation change, 1/19,90/18614,0.08801689,0.136817244,0.075603732,DHX9,1
GO:2000106,regulation of leukocyte apoptotic process, 1/19,90/18614,0.08801689,0.136817244,0.075603732,HIF1A,1
GO:0022407,regulation of cell-cell adhesion, 2/19,491/18614,0.088409738,0.137149173,0.075787152,GTPBP4/RUNX1,2
GO:0001843,neural tube closure, 1/19,91/18614,0.088952308,0.137149173,0.075787152,SFRP1,1
GO:0030901,midbrain development, 1/19,91/18614,0.088952308,0.137149173,0.075787152,SFRP1,1
GO:0070098,chemokine-mediated signaling pathway, 1/19,91/18614,0.088952308,0.137149173,0.075787152,HIF1A,1
GO:0072091,regulation of stem cell proliferation, 1/19,91/18614,0.088952308,0.137149173,0.075787152,HNRNPU,1
GO:0072384,organelle transport along microtubule, 1/19,91/18614,0.088952308,0.137149173,0.075787152,HIF1A,1
GO:0016049,cell growth, 2/19,495/18614,0.089643298,0.137149173,0.075787152,SFRP1/IGFBP3,2
GO:0000422,autophagy of mitochondrion, 1/19,92/18614,0.089886817,0.137149173,0.075787152,HIF1A,1
GO:0045185,maintenance of protein location, 1/19,92/18614,0.089886817,0.137149173,0.075787152,HNRNPU,1
GO:0050000,chromosome localization, 1/19,92/18614,0.089886817,0.137149173,0.075787152,HNRNPU,1
GO:0055006,cardiac cell development, 1/19,92/18614,0.089886817,0.137149173,0.075787152,HNRNPU,1
GO:0055017,cardiac muscle tissue growth, 1/19,92/18614,0.089886817,0.137149173,0.075787152,RUNX1,1
GO:0060606,tube closure, 1/19,92/18614,0.089886817,0.137149173,0.075787152,SFRP1,1
GO:0060761,negative regulation of response to cytokine stimulus, 1/19,92/18614,0.089886817,0.137149173,0.075787152,ADAR,1
GO:0061726,mitochondrion disassembly, 1/19,92/18614,0.089886817,0.137149173,0.075787152,HIF1A,1
GO:0048285,organelle fission, 2/19,497/18614,0.090262092,0.137552783,0.076010183,HNRNPU/SIRT7,2
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process, 1/19,93/18614,0.090820418,0.137896037,0.076199861,AXIN2,1
GO:1900542,regulation of purine nucleotide metabolic process, 1/19,93/18614,0.090820418,0.137896037,0.076199861,HIF1A,1
GO:2001251,negative regulation of chromosome organization, 1/19,93/18614,0.090820418,0.137896037,0.076199861,HNRNPU,1
GO:0000245,spliceosomal complex assembly, 1/19,94/18614,0.091753111,0.138130138,0.076329223,SNRNP200,1
GO:0001738,morphogenesis of a polarized epithelium, 1/19,94/18614,0.091753111,0.138130138,0.076329223,SFRP1,1
GO:0006140,regulation of nucleotide metabolic process, 1/19,94/18614,0.091753111,0.138130138,0.076329223,HIF1A,1
GO:0016575,histone deacetylation, 1/19,94/18614,0.091753111,0.138130138,0.076329223,SIRT7,1
GO:0046031,ADP metabolic process, 1/19,94/18614,0.091753111,0.138130138,0.076329223,HIF1A,1
GO:0051492,regulation of stress fiber assembly, 1/19,94/18614,0.091753111,0.138130138,0.076329223,SFRP1,1
GO:1900407,regulation of cellular response to oxidative stress, 1/19,94/18614,0.091753111,0.138130138,0.076329223,HIF1A,1
GO:0045638,negative regulation of myeloid cell differentiation, 1/19,95/18614,0.092684898,0.139363974,0.077011027,SFRP1,1
GO:0007044,cell-substrate junction assembly, 1/19,96/18614,0.093615779,0.140423668,0.077596603,SFRP1,1
GO:0046364,monosaccharide biosynthetic process, 1/19,96/18614,0.093615779,0.140423668,0.077596603,SIRT7,1
GO:0001657,ureteric bud development, 1/19,97/18614,0.094545755,0.141306652,0.07808453,SFRP1,1
GO:0010586,miRNA metabolic process, 1/19,97/18614,0.094545755,0.141306652,0.07808453,HIF1A,1
GO:0014909,smooth muscle cell migration, 1/19,97/18614,0.094545755,0.141306652,0.07808453,IGFBP3,1
GO:0032642,regulation of chemokine production, 1/19,98/18614,0.095474827,0.142011659,0.078474109,HIF1A,1
GO:0072163,mesonephric epithelium development, 1/19,98/18614,0.095474827,0.142011659,0.078474109,SFRP1,1
GO:0072164,mesonephric tubule development, 1/19,98/18614,0.095474827,0.142011659,0.078474109,SFRP1,1
GO:0097306,cellular response to alcohol, 1/19,98/18614,0.095474827,0.142011659,0.078474109,SFRP1,1
GO:0032602,chemokine production, 1/19,99/18614,0.096402996,0.142369229,0.078671699,HIF1A,1
GO:0036473,cell death in response to oxidative stress, 1/19,99/18614,0.096402996,0.142369229,0.078671699,HIF1A,1
GO:0060349,bone morphogenesis, 1/19,99/18614,0.096402996,0.142369229,0.078671699,AXIN2,1
GO:1990868,response to chemokine, 1/19,99/18614,0.096402996,0.142369229,0.078671699,HIF1A,1
GO:1990869,cellular response to chemokine, 1/19,99/18614,0.096402996,0.142369229,0.078671699,HIF1A,1
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway, 1/19,99/18614,0.096402996,0.142369229,0.078671699,HIF1A,1
GO:0019080,viral gene expression, 1/19,100/18614,0.097330263,0.143227709,0.079146086,DHX9,1
GO:0032755,positive regulation of interleukin-6 production, 1/19,100/18614,0.097330263,0.143227709,0.079146086,DHX9,1
GO:0060419,heart growth, 1/19,100/18614,0.097330263,0.143227709,0.079146086,RUNX1,1
GO:0043255,regulation of carbohydrate biosynthetic process, 1/19,101/18614,0.098256628,0.144249092,0.079710491,SIRT7,1
GO:0070167,regulation of biomineral tissue development, 1/19,101/18614,0.098256628,0.144249092,0.079710491,HIF1A,1
GO:0001823,mesonephros development, 1/19,102/18614,0.099182093,0.144412848,0.07980098,SFRP1,1
GO:0002532,production of molecular mediator involved in inflammatory response, 1/19,102/18614,0.099182093,0.144412848,0.07980098,HIF1A,1
GO:0006165,nucleoside diphosphate phosphorylation, 1/19,102/18614,0.099182093,0.144412848,0.07980098,HIF1A,1
GO:0008585,female gonad development, 1/19,102/18614,0.099182093,0.144412848,0.07980098,SFRP1,1
GO:0030316,osteoclast differentiation, 1/19,102/18614,0.099182093,0.144412848,0.07980098,SFRP1,1
GO:0046620,regulation of organ growth, 1/19,102/18614,0.099182093,0.144412848,0.07980098,RUNX1,1
GO:1990830,cellular response to leukemia inhibitory factor, 1/19,102/18614,0.099182093,0.144412848,0.07980098,HNRNPU,1
GO:0001776,leukocyte homeostasis, 1/19,103/18614,0.100106657,0.144909637,0.080075501,HIF1A,1
GO:0031123,RNA 3'-end processing, 1/19,103/18614,0.100106657,0.144909637,0.080075501,FBL,1
GO:0150115,cell-substrate junction organization, 1/19,103/18614,0.100106657,0.144909637,0.080075501,SFRP1,1
GO:1902882,regulation of response to oxidative stress, 1/19,103/18614,0.100106657,0.144909637,0.080075501,HIF1A,1
GO:1990823,response to leukemia inhibitory factor, 1/19,103/18614,0.100106657,0.144909637,0.080075501,HNRNPU,1
GO:0032204,regulation of telomere maintenance, 1/19,104/18614,0.101030323,0.145231089,0.080253132,HNRNPU,1
GO:0032479,regulation of type I interferon production, 1/19,104/18614,0.101030323,0.145231089,0.080253132,DHX9,1
GO:0032606,type I interferon production, 1/19,104/18614,0.101030323,0.145231089,0.080253132,DHX9,1
GO:0033045,regulation of sister chromatid segregation, 1/19,104/18614,0.101030323,0.145231089,0.080253132,HNRNPU,1
GO:0046939,nucleotide phosphorylation, 1/19,104/18614,0.101030323,0.145231089,0.080253132,HIF1A,1
GO:0110020,regulation of actomyosin structure organization, 1/19,104/18614,0.101030323,0.145231089,0.080253132,SFRP1,1
GO:0032760,positive regulation of tumor necrosis factor production, 1/19,105/18614,0.10195309,0.146388136,0.080892504,DHX9,1
GO:0009135,purine nucleoside diphosphate metabolic process, 1/19,106/18614,0.10287496,0.147031876,0.081248227,HIF1A,1
GO:0009179,purine ribonucleoside diphosphate metabolic process, 1/19,106/18614,0.10287496,0.147031876,0.081248227,HIF1A,1
GO:0046545,development of primary female sexual characteristics, 1/19,106/18614,0.10287496,0.147031876,0.081248227,SFRP1,1
GO:1901890,positive regulation of cell junction assembly, 1/19,106/18614,0.10287496,0.147031876,0.081248227,SFRP1,1
GO:0090277,positive regulation of peptide hormone secretion, 1/19,107/18614,0.103795934,0.148177643,0.081881366,HIF1A,1
GO:0032231,regulation of actin filament bundle assembly, 1/19,108/18614,0.104716011,0.149319502,0.082512344,SFRP1,1
GO:0002793,positive regulation of peptide secretion, 1/19,109/18614,0.105635194,0.14959967,0.082667163,HIF1A,1
GO:0030038,contractile actin filament bundle assembly, 1/19,109/18614,0.105635194,0.14959967,0.082667163,SFRP1,1
GO:0043149,stress fiber assembly, 1/19,109/18614,0.105635194,0.14959967,0.082667163,SFRP1,1
GO:0045132,meiotic chromosome segregation, 1/19,109/18614,0.105635194,0.14959967,0.082667163,SIRT7,1
GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production, 1/19,109/18614,0.105635194,0.14959967,0.082667163,DHX9,1
GO:1904035,regulation of epithelial cell apoptotic process, 1/19,109/18614,0.105635194,0.14959967,0.082667163,ADAR,1
GO:0002444,myeloid leukocyte mediated immunity, 1/19,110/18614,0.106553483,0.1500447,0.082913081,DDX21,1
GO:0006368,transcription elongation by RNA polymerase II, 1/19,110/18614,0.106553483,0.1500447,0.082913081,HNRNPU,1
GO:0014812,muscle cell migration, 1/19,110/18614,0.106553483,0.1500447,0.082913081,IGFBP3,1
GO:0045445,myoblast differentiation, 1/19,110/18614,0.106553483,0.1500447,0.082913081,IGFBP3,1
GO:0090263,positive regulation of canonical Wnt signaling pathway, 1/19,110/18614,0.106553483,0.1500447,0.082913081,SFRP1,1
GO:0051341,regulation of oxidoreductase activity, 1/19,111/18614,0.107470878,0.150994152,0.083437738,HIF1A,1
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process, 1/19,111/18614,0.107470878,0.150994152,0.083437738,AXIN2,1
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity, 1/19,112/18614,0.108387381,0.151938067,0.083959335,GTPBP4,1
GO:0006090,pyruvate metabolic process, 1/19,112/18614,0.108387381,0.151938067,0.083959335,HIF1A,1
GO:0044344,cellular response to fibroblast growth factor stimulus, 1/19,113/18614,0.109302992,0.153048835,0.084573133,SFRP1,1
GO:0046634,regulation of alpha-beta T cell activation, 1/19,114/18614,0.110217713,0.154155855,0.085184861,RUNX1,1
GO:0001938,positive regulation of endothelial cell proliferation, 1/19,115/18614,0.111131543,0.154910636,0.085601945,HIF1A,1
GO:0030518,intracellular steroid hormone receptor signaling pathway, 1/19,115/18614,0.111131543,0.154910636,0.085601945,SFRP1,1
GO:0035710,"CD4-positive, alpha-beta T cell activation", 1/19,115/18614,0.111131543,0.154910636,0.085601945,RUNX1,1
GO:0006476,protein deacetylation, 1/19,116/18614,0.112044484,0.155138517,0.085727869,SIRT7,1
GO:0009185,ribonucleoside diphosphate metabolic process, 1/19,116/18614,0.112044484,0.155138517,0.085727869,HIF1A,1
GO:0032006,regulation of TOR signaling, 1/19,116/18614,0.112044484,0.155138517,0.085727869,HIF1A,1
GO:0045582,positive regulation of T cell differentiation, 1/19,116/18614,0.112044484,0.155138517,0.085727869,RUNX1,1
GO:0071346,cellular response to type II interferon, 1/19,116/18614,0.112044484,0.155138517,0.085727869,SYNCRIP,1
GO:1904029,regulation of cyclin-dependent protein kinase activity, 1/19,116/18614,0.112044484,0.155138517,0.085727869,GTPBP4,1
GO:0071887,leukocyte apoptotic process, 1/19,117/18614,0.112956537,0.156053414,0.086233432,HIF1A,1
GO:1901800,positive regulation of proteasomal protein catabolic process, 1/19,117/18614,0.112956537,0.156053414,0.086233432,AXIN2,1
GO:0002065,columnar/cuboidal epithelial cell differentiation, 1/19,118/18614,0.113867703,0.156963026,0.086736073,HIF1A,1
GO:0030510,regulation of BMP signaling pathway, 1/19,118/18614,0.113867703,0.156963026,0.086736073,SFRP1,1
GO:0002718,regulation of cytokine production involved in immune response, 1/19,119/18614,0.114777981,0.15786739,0.087235815,DDX21,1
GO:0046632,alpha-beta T cell differentiation, 1/19,119/18614,0.114777981,0.15786739,0.087235815,RUNX1,1
GO:0032355,response to estradiol, 1/19,120/18614,0.115687374,0.15876654,0.087732676,SFRP1,1
GO:0071774,response to fibroblast growth factor, 1/19,120/18614,0.115687374,0.15876654,0.087732676,SFRP1,1
GO:0002367,cytokine production involved in immune response, 1/19,121/18614,0.116595882,0.159660513,0.088226675,DDX21,1
GO:2000278,regulation of DNA biosynthetic process, 1/19,121/18614,0.116595882,0.159660513,0.088226675,HNRNPU,1
GO:0046660,female sex differentiation, 1/19,122/18614,0.117503505,0.16072616,0.08881554,SFRP1,1
GO:0022612,gland morphogenesis, 1/19,123/18614,0.118410245,0.161433067,0.08920617,SFRP1,1
GO:0042471,ear morphogenesis, 1/19,123/18614,0.118410245,0.161433067,0.08920617,RPL38,1
GO:0071901,negative regulation of protein serine/threonine kinase activity, 1/19,123/18614,0.118410245,0.161433067,0.08920617,SFRP1,1
GO:0022904,respiratory electron transport chain, 1/19,124/18614,0.119316102,0.162489692,0.089790049,MYBBP1A,1
GO:0001952,regulation of cell-matrix adhesion, 1/19,125/18614,0.120221077,0.163185331,0.090174452,SFRP1,1
GO:0002832,negative regulation of response to biotic stimulus, 1/19,125/18614,0.120221077,0.163185331,0.090174452,ADAR,1
GO:0010811,positive regulation of cell-substrate adhesion, 1/19,125/18614,0.120221077,0.163185331,0.090174452,SFRP1,1
GO:0003206,cardiac chamber morphogenesis, 1/19,126/18614,0.121125172,0.163875232,0.090555684,HIF1A,1
GO:0003231,cardiac ventricle development, 1/19,126/18614,0.121125172,0.163875232,0.090555684,HIF1A,1
GO:0021987,cerebral cortex development, 1/19,126/18614,0.121125172,0.163875232,0.090555684,HIF1A,1
GO:0035601,protein deacylation, 1/19,127/18614,0.122028386,0.164380971,0.09083515,SIRT7,1
GO:0048593,camera-type eye morphogenesis, 1/19,127/18614,0.122028386,0.164380971,0.09083515,HIF1A,1
GO:0055007,cardiac muscle cell differentiation, 1/19,127/18614,0.122028386,0.164380971,0.09083515,HNRNPU,1
GO:0090288,negative regulation of cellular response to growth factor stimulus, 1/19,127/18614,0.122028386,0.164380971,0.09083515,SFRP1,1
GO:0007127,meiosis I, 1/19,129/18614,0.123832176,0.166269798,0.091878895,SIRT7,1
GO:0007368,determination of left/right symmetry, 1/19,129/18614,0.123832176,0.166269798,0.091878895,HIF1A,1
GO:2000027,regulation of animal organ morphogenesis, 1/19,129/18614,0.123832176,0.166269798,0.091878895,SFRP1,1
